Tiv,Tiv
정대세,鄭大世
차두리,车杜里
반기문,潘基文
정용화,鄭容和
이민기,李民基
이철하,李澈河
김주성,金周成
이정희,李正姬
이명박,李明博
허영생,许永生
정명훈,鄭明勳
박태환,朴泰桓
비,Rain
길영아,吉永雅
현주엽,玄周燁
허재,許載
오재석,呉宰碩
싸이,朴載相
김연아,金妍兒
박승희,朴胜羲
김윤진,金侖珍
최대식,崔大植
이운재,李云在
박성현,朴成賢
김수환,金壽煥
써니,李順圭
안철수,安哲秀
안정환,安貞桓
임동현,林東賢
김영삼,金泳三
이상민,李相旼
양요섭,梁耀燮
제나 우슈코비츠,珍娜·乌什克维兹
노효정,盧孝禎
이영표,李榮杓
기성용,奇诚庸
이천수,李天秀
이혜찬,李海瓚
유승봉,有升奉
손태진,孙泰珍
최태욱,崔兌旭
오장은,吴章银
조병국,曹秉局
노무현,盧武鉉
김아중,金亞中
현정화,玄靜和
이하이,李遐怡
최성국,崔成国
홍차옥,洪次玉
박해정,朴海晶
김무교,金茂校
태연,金泰耎
신은경,申恩慶
유나 리,李承恩 (记者)
허각,許閣
노홍철,盧弘喆
한무협,韓武協
문재인,文在寅
이효리,李孝利
박동혁,朴东赫
안효연,安孝炼
박원재,朴原載
고종수,高宗秀
수영,崔秀榮
박정희,朴正熙
송상현,宋相现
박영린,朴榮鄰
최문식,崔文植
조수미,曹秀美
현아,金泫雅
오은선,吳銀善
김희옥,金熙玉
제시카,鄭秀妍
서현,徐朱玄
박원숭,朴元淳
홍명보,洪明甫
이창동,李滄東
김수녕,金秀宁
최규하,崔圭夏
백남준,白南準
아이유,IU
김지한,金智澖
조선진,赵善津
김호곤,金鎬坤
정경은,鄭景銀
박찬욱,朴贊郁
최진실,崔真實
보아,寶兒
장한나,张汉娜
안병기,安炳基
케이윌,K.Will
허경영,許京寧
강대원,姜大元
장하준,张夏准
최요삼,崔堯三
한덕희,韩德熙
박경리,朴景利
전두환,全斗煥
황순원,黃順元
이명세,李明世
류승완,柳承元
이회택,李會擇
장선우,張善宇
고정운,高正云
윤정환,尹晶煥
김태훈,金太勳
강예원,姜藝媛
김광현,金廣鉉
봉중근,奉重根
이방자,李方子
권진수,權真秀
배용준,裴勇俊
조영철,曹永哲
김영권,金英權
신격호,辛格浩
윤종신,尹鍾信
신숙자,申淑子
손흥민,孙兴慜
김용현,金鎔玄
김민정,金玟廷
서영희,徐令姬
한여름,韓如凜
윤하,高潤荷
진선유,陈善有
하지원,河智苑
김지하,金芝河
김대중,金大中
신동혁,申东赫
권현상,權賢尚
김재중,金在中
효연,金孝淵
전지현,全智賢
김소현,金所炫
장미인애,張美仁愛
김황식,金滉植
미쓰라 진,崔真
린다 박,琳达·朴
손열음,孫烈音
이형택,李亨澤
김하나,金荷娜
박지성,朴智星
김범수,金範洙
이승철,李承哲
윤건,尹健
장재인,張才人
대성,姜大聲
현제명,玄濟明
임형주,林亨柱
류현진,柳賢振
이승엽,李承燁
봉태규,奉太奎
정찬,鄭燦
정소민,庭沼珉
신준섭,申俊燮
티파니 영,黃美永
한명숙,韩明淑
이영애,李英愛
김은중,金殷中
유연석,柳演錫
김현수,金賢洙
하현우,河賢宇
염기훈,廉基勳
이민호,李敏鎬
나아름,罗雅凛
나윤선,羅允萱
오정희,吳　貞姬.
유미리,柳美里
최태원,崔泰源
유호정,柳好貞
오성옥,吳成玉
정우영,郑又荣
정동호,丁東浩
하정은,河貞恩
정운찬,鄭雲燦
정일권,丁一權
정성룡,郑成龙
김정우,金正友
유남규,刘南奎
이정수,李政洙
이호,李浩
민카,敏卡
이상화,李相花
전이경,全利卿
이승만,李承晚
거미,GUMMY
김재범,金宰范
강수연,姜受延
정명희,鄭明熙
박민영,朴敏英
장미란,張美蘭
노태우,盧泰愚
이영호,李泳浩
이청준,李淸俊
장근석,張根碩
장현수,張賢秀
김진현,金镇铉
김남일,金南一
최홍희,崔泓熙
구혜선,具惠善
손승모,孫升模
순정황후,純貞孝皇后
유오성,劉五性
성훈,成勛
차범근,車範根
이동국,李同国
김무영,金武映
이광선,李光善
손예진,孫藝珍
고수,高洙
안용준,安勇俊
고은아,高恩雅
유승민,柳承敏
구자철,具滋哲
허정무,許丁茂
최홍만,崔洪萬
프란체스카 도너,李富蘭
김경아,金暻娥
김종필,金鍾沁
문대성,文大成
세븐,崔東昱
김동진,金東進
환희,黄伦硕
조용형,赵容亨
지동원,池东沅
이상천,李商天
짐 리,吉姆·李
설기현,薛琦鉉
정조국,鄭助國
강지욱,姜志旭
박주성,朴柱成
이승훈,李承勋
한무,韓武 (演員)
탁재인,卓在仁
이휘향,李輝香
문근영,文瑾瑩
한혜진,韓惠軫
김보경,金甫炅
전미라,全美拉
서태지,徐太志
오범석,吴范锡
제임스 기선 리,李諸赫
이민우,李玟雨
윤보선,尹潽善
신아람,申雅兰
박미영,朴美英
윤미진,尹美进
고아라,高雅羅
장면,张勉
이효정,李孝贞
최은희,崔銀姬
진희경,陳熙瓊
정진석,鄭鎮奭
김도균,金徒均
김승용,金勝龍
이병철,李秉喆
김희철,希澈
김동준,金桐俊
서준영,徐俊英
황광희,黃光熙
김영광,金永光
정성하,鄭晟河
고건,高建
장상,張裳
김옥빈,金玉彬
조호성,趙浩成
효민,朴孝敏
박세리,朴世莉
이경원,李敬元
이종욱,李鍾郁
신경숙,申京淑
한덕수,韩悳洙
한승수,韓昇洙
원세훈,元世勋
박근혜,朴槿惠
백진희,白珍熙
박주영,朴主永
배연주,裴延姝
이병헌,李炳憲
장택상,張泽相
현빈,炫彬
장혜옥,張惠玉
홍세화,洪世和
김종부,金鍾夫
모태범,牟太钒
이진택,李镇宅
진종오,秦钟午
김혜수,金憓秀
양학선,梁鶴善
임용순,任容淳
이태규,李泰圭
문경은,文景垠
김남선,金南善
이원근,李源根
임수정,林秀貞
배두나,裴斗娜
하리수,河莉秀
강영훈,姜英勋
정재영,鄭在詠
이문열,李文烈
빅토르 안,安賢洙
김태호,金台鎬
류지혜,柳智惠
민호,崔珉豪
이종원,李鐘原
임시완,任時完
함은정,咸慇晶
토니 안,安胜浩
임수경,林秀卿
조정석,曹政奭
김영하,金英夏
문소리,文素利
전도연,全道嬿
이경환,李京煥
이준기,李準基
김윤혜,金允慧
손담비,孫淡妃
조인성,趙寅成
정용대,鄭容臺
정민형,鄭敏亨
정재헌,郑载宪
문주원,文周元
조성환,趙星桓
방수현,方銖賢
우지원,禹智元
전희철,全喜哲
류원우,流垣宇
이소연,李素妍
강동희,姜东熙
태민,李泰民
박정혜,朴炡慧
김근철,金根哲
석현준,石現俊
신현확,申鉉碻
양영자,梁英子
김구,金九
이청용,李青龍
강타,安七炫
려욱,厲旭
성지현,成池鉉
